symbol	alias
RIBC2	FLJ25720
RIBC2	C22orf11
RIC1	bA207C16.1
RIC1	KIAA1432
RIC3	FLJ11608
RIC3	PRO1385
RIC3	AYST720
RIC8A	synembryn
RIC8A	synembryn-A
RIC8B	FLJ10620
RIC8B	hSyn
RIC8B	RIC8
RICTOR	MGC39830
RICTOR	AVO3
RICTOR	PIA
RICTOR	KIAA1999
RIDA	UK114
RIDA	P14.5
RIDA	PSP
RIDA	HRSP12
RIF1	FLJ12870
RIF1	FLJ10599
RIGI	RIG-I
RIGI	FLJ13599
RIGI	DKFZp434J1111
RIGI	RIG-1
RIGI	RIG1
RIGI	DDX58
RIIAD1	FLJ36032
RIIAD1	NCRNA00166
RIIAD1	C1orf230
RILP	FLJ31193
RILPL1	FLJ39378
RILPL2	MGC7036
RILPL2	FLJ30380
RILPL2	FLJ32372
RIMBP2	KIAA0318
RIMBP2	RBP2
RIMBP2	MGC15831
RIMBP2	RIM-BP2
RIMBP2	PPP1R133
RIMBP3	KIAA1666
RIMBP3	RIMBP3.1
RIMBP3	RIMBP3A
RIMKLA	MGC47816
RIMKLA	RP11-157D18.1
RIMKLA	NAAGS-II
RIMKLA	FAM80A
RIMKLB	KIAA1238
RIMKLB	NAAGS
RIMKLB	NAAGS-I
RIMKLB	FAM80B
RIMOC1	LOC285636
RIMOC1	C5orf51
RIMS1	RIM
RIMS1	KIAA0340
RIMS1	RIM1
RIMS1	RAB3IP2
RIMS1	CORD7
RIMS2	KIAA0751
RIMS2	RIM2
RIMS2	OBOE
RIMS2	RAB3IP3
RIMS3	RIM3
RIMS3	NIM3
RIMS4	dJ781B1.3
RIMS4	C20orf190
RIN2	RASSF4
RIN3	FLJ22439
RING1	RNF1
RINL	FLJ45909
RINT1	FLJ11785
RINT1	RINT-1
RIOK1	AD034
RIOK1	FLJ30006
RIOK1	bA288G3.1
RIOK1	RRP10
RIOK2	FLJ11159
RIOK3	SUDD
RIOX1	FLJ21802
RIOX1	NO66
RIOX1	MAPJD
RIOX1	JMJD9
RIOX1	C14orf169
RIOX2	MINA53
RIOX2	FLJ14393
RIOX2	mdig
RIOX2	NO52
RIOX2	JMJD10
RIOX2	MINA
RIPK1	RIP
RIPK1	RIP1
RIPK1	RIP-1
RIPK2	RICK
RIPK2	RIP2
RIPK2	CARDIAK
RIPK2	CARD3
RIPK3	RIP3
RIPK4	DIK
RIPK4	ANKK2
RIPK4	RIP4
RIPK4	PKK
RIPK4	ANKRD3
RIPOR1	FLJ13725
RIPOR1	FAM65A
RIPOR2	KIAA0386
RIPOR2	DIFF48
RIPOR2	MYONAP
RIPOR2	C6orf32
RIPOR2	FAM65B
RIPOR3	dJ530I15.2
RIPOR3	dJ530I15.3
RIPOR3	C20orf175
RIPOR3	C20orf176
RIPOR3	FAM65C
RIPPLY2	dJ237I15.1
RIPPLY2	C6orf159
RIPPLY3	DSCR6
RIT1	RIBB
RIT1	ROC1
RIT1	MGC125864
RIT1	MGC125865
RIT1	RIT
RIT2	RIBA
RIT2	RIN
RITA1	FLJ14827
RITA1	RITA
RITA1	C12orf52
RLBP1	CRALBP
RLF	ZNF292L
RLF	Zn-15L
RLIG1	DKFZp434N2030
RLIG1	C12orf29
RLIM	NY-REN-43
RLIM	MGC15161
RLIM	RNF12
RLN1	H1
RLN2	H2
RLN2	RLXH2
RLN2	bA12D24.1.1
RLN2	bA12D24.1.2
RLN3	ZINS4
RLN3	RXN3
RLN3	H3
RMC1	MIC1
RMC1	HsT2591
RMC1	C18orf8
RMC1	WDR98
RMDN1	CGI-90
RMDN1	FLJ20665
RMDN1	RMD1
RMDN1	FAM82B
RMDN2	FLJ32954
RMDN2	RMD2
RMDN2	FAM82A
RMDN2	FAM82A1
RMDN3	FLJ10579
RMDN3	PTPIP51
RMDN3	RMD3
RMDN3	FAM82C
RMDN3	FAM82A2
RMI1	FLJ12888
RMI1	BLAP75
RMI1	C9orf76
RMI2	MGC24665
RMI2	BLAP18
RMI2	C16orf75
RMND1	bA351K16.3
RMND1	FLJ20627
RMND1	RMD1
RMND1	C6orf96
RMND5A	FLJ13910
RMND5A	RMD5
RMND5A	GID2
RMND5A	GID2A
RMND5A	p44CTLH
RMND5B	FLJ22318
RMND5B	GID2
RMND5B	GID2B
RMP24	PNAS-131
RMP24	PNAS-124
RMP24	HsT3108
RMP24	C18orf21
RMP64	DKFZP434F2021
RMP64	NET17
RMP64	C3orf17
RMP64	NEPRO
RNASE1	RAC1
RNASE1	RNS1
RNASE2	EDN
RNASE2	RAF3
RNASE2	RNS2
RNASE3	ECP
RNASE3	RAF1
RNASE3	RNS3
RNASE4	RAB1
RNASE6	RAD1
RNASE6	RNaseK6
RNASE6	RNS6
RNASE7	RAE1
RNASE8	RAE2
RNASE9	h461
RNASE9	RAK1
RNASE10	RNASE9
RNASE10	RAH1
RNASE11	RAJ1
RNASE11	C14orf6
RNASE12	RAI1
RNASE13	RAL1
RNASEH2A	RNASEHI
RNASEH2A	RNHIA
RNASEH2A	RNHL
RNASEH2A	AGS4
RNASEH2B	FLJ11712
RNASEH2B	DLEU8
RNASEH2B	AGS2
RNASEH2C	AYP1
RNASEH2C	AGS3
RNASEK	MGC71993
RNASEL	RNS4
RNASEL	PRCA1
RNASET2	RNASE6PL
RNASET2	FLJ10907
RNASET2	bA514O12.3
RND1	Rho6
RND1	ARHS
RND1	RHOS
RND2	Rho7
RND2	RhoN
RND2	ARHN
RND3	RhoE
RND3	Rho8
RND3	ARHE
RNF2	BAP-1
RNF2	BAP1
RNF2	DING
RNF2	HIPI3
RNF2	RING1B
RNF2	RING2
RNF4	RES4-26
RNF4	SNURF
RNF4	SLX5
RNF5	NG2
RNF5	G16
RNF5	RING5
RNF5	RMA1
RNF6	DKFZp686P0776
RNF7	SAG
RNF7	ROC2
RNF7	CKBBP1
RNF7	RBX2
RNF8	KIAA0646
RNF10	KIAA0262
RNF10	RIE2
RNF11	CGI-123
RNF11	Sid1669p
RNF11	MGC51169
RNF13	RZF
RNF14	ARA54
RNF14	HFB30
RNF14	TRIAD2
RNF17	Mmip-2
RNF17	SPATA23
RNF17	FLJ11045
RNF17	TDRD4
RNF19A	dorfin
RNF19A	DKFZp566B1346
RNF19A	RNF19
RNF19B	FLJ90005
RNF19B	NKLAM
RNF19B	IBRDC3
RNF20	FLJ20382
RNF20	FLJ11189
RNF20	KAIA2779
RNF20	BRE1A
RNF20	hBRE1
RNF20	BRE1
RNF24	G1L
RNF25	AO7
RNF25	FLJ13906
RNF26	MGC2642
RNF31	ZIBRA
RNF31	FLJ10111
RNF31	FLJ23501
RNF31	HOIP
RNF31	Paul
RNF32	FKSG33
RNF32	HSD15
RNF32	LMBR2
RNF34	RIFF
RNF34	FLJ21786
RNF34	RIF
RNF39	HZFw1
RNF39	LIRF
RNF39	FAP216
RNF40	KIAA0661
RNF40	RBP95
RNF40	BRE1B
RNF40	STARING
RNF41	SBBI03
RNF41	NRDP1
RNF43	FLJ20315
RNF43	RNF124
RNF43	DKFZp781H0392
RNF43	URCC
RNF44	KIAA1100
RNF103	hkf-1
RNF103	KF1
RNF103	ZFP103
RNF111	ARK
RNF111	Arkadia
RNF111	FLJ38008
RNF111	DKFZP761D081
RNF112	BFP
RNF112	ZNF179
RNF113A	RNF113
RNF113A	Cwc24
RNF113A	ZNF183
RNF113B	RNF161
RNF113B	ZNF183L1
RNF114	PSORS12
RNF114	ZNF313
RNF115	BCA2
RNF115	Rabring7
RNF115	CL469780
RNF115	ZNF364
RNF121	FLJ11099
RNF122	FLJ12526
RNF123	FLJ12565
RNF123	KPC1
RNF125	FLJ20456
RNF126	FLJ20552
RNF128	FLJ23516
RNF128	GRAIL
RNF130	GP
RNF130	G1RZFP
RNF130	GOLIATH
RNF135	MGC13061
RNF138	STRIN
RNF138	NARF
RNF139	TRC8
RNF139	RCA1
RNF139	HRCA1
RNF141	ZFP26
RNF141	ZNF230
RNF144A	UBCE7IP4
RNF144A	KIAA0161
RNF144A	hUIP4
RNF144A	RNF144
RNF144B	bA528A10.3
RNF144B	P53RFP
RNF144B	IBRDC2
RNF145	FLJ31951
RNF146	DKFZp434O1427
RNF146	dactylidin
RNF146	dJ351K20.1
RNF148	MGC35222
RNF149	FLJ90504
RNF150	KIAA1214
RNF152	FLJ39176
RNF157	KIAA1917
RNF166	MGC2647
RNF166	MGC14381
RNF167	DKFZP566H073
RNF168	FLJ35794
RNF169	KIAA1991
RNF170	DKFZP564A022
RNF170	ADSA
RNF170	SNAX1
RNF175	FLJ34190
RNF181	HSPC238
RNF182	MGC33993
RNF183	MGC4734
RNF185	FLJ38628
RNF186	FLJ20225
RNF187	RACO1
RNF187	RACO-1
RNF207	FLJ46380
RNF207	FLJ32096
RNF207	C1orf188
RNF208	DKFZP761H1710
RNF212	FLJ38841
RNF212	LOC285498
RNF212B	C14orf164
RNF213	KIAA1554
RNF213	NET57
RNF213	ALO17
RNF213	C17orf27
RNF213	KIAA1618
RNF213	MYMY2
RNF214	DKFZp547C195
RNF216	TRIAD3
RNF216	UBCE7IP1
RNF216	ZIN
RNF217	MGC26996
RNF217	dJ84N20.1
RNF217	C6orf172
RNF217	IBRDC1
RNF220	FLJ10597
RNF220	C1orf164
RNF227	LINC02581
RNF228	AC010980.1
RNFT1	PTD016
RNFT2	FLJ14627
RNFT2	TMEM118
RNGTT	HCE
RNGTT	HCE1
RNGTT	hCAP
RNH1	RAI
RNH1	RNH
RNLS	FLJ11218
RNLS	renalase
RNLS	C10orf59
RNMT	RG7MT1
RNMT	N7-MTase
RNPC3	KIAA1839
RNPC3	FLJ20008
RNPC3	RBM40
RNPC3	SNRNP65
RNPEP	APB
RO60	SSA2
RO60	TROVE2
ROBO1	DUTT1
ROBO1	FLJ21882
ROBO1	SAX3
ROBO2	KIAA1568
ROBO3	RBIG1
ROBO3	FLJ21044
ROBO3	HGPS
ROBO3	HGPPS
ROBO4	FLJ20798
ROBO4	MRB
ROBO4	ECSM4
ROCK1	p160ROCK
ROGDI	FLJ22386
ROGDI	ROGD1
ROGDI	RAV2
ROM1	TSPAN23
ROM1	ROM
ROMO1	bA353C18.2
ROMO1	MTGMP
ROMO1	C20orf52
ROPN1	ODF6
ROPN1	ropporin
ROPN1	ROPN1A
ROPN1	CT91
ROPN1L	ASP
ROPN1L	FLJ25776
ROPN1L	RSPH11
ROPN1L	RP11-1C1.7
ROPN1L	TCONS_00009352
ROPN1L	LINC01513
ROR1	NTRKR1
ROR2	NTRKR2
ROR2	BDB
ROR2	BDB1
RORA	RZRA
RORA	ROR1
RORA	ROR2
RORA	ROR3
RORA	NR1F1
RORA	ROR-alpha
RORA	RORalpha
RORA	RORa1
RORA	RORα
RORB	RZRB
RORB	NR1F2
RORB	ROR-BETA
RORB	RORβ
RORB	RZR-BETA
RORC	RZRG
RORC	RORG
RORC	NR1F3
RORC	TOR
ROS1	MCF3
ROS1	ROS
ROS1	c-ros-1
RP1	DCDC4A
RP1	ORP1
RP1L1	DCDC4B
RP2	TBCCD2
RP2	NME10
RP2	NM23-H10
RP9	PAP-1
RPA1	REPA1
RPA1	RPA70
RPA1	HSSB
RPA1	RF-A
RPA1	RP-A
RPA3	REPA3
RPA4	HSU24186
RPAIN	MGC4189
RPAIN	RIP
RPAIN	hRIP
RPAP1	DKFZP727M111
RPAP1	KIAA1403
RPAP1	MGC858
RPAP1	FLJ12732
RPAP2	FLJ13150
RPAP2	Rtr1
RPAP2	C1orf82
RPAP3	FLJ21908
RPAP3	spag
RPAP3	hSpagh
RPAP3	Tah1
RPE65	LCA2
RPE65	rd12
RPE65	BCO3
RPE65	RP20
RPF1	BXDC5
RPF2	FLJ21087
RPF2	bA397G5.4
RPF2	BXDC1
RPGR	CORDX1
RPGR	CRD
RPGR	RP3
RPGR	RP15
RPGR	COD1
RPGRIP1	RGI1
RPGRIP1	LCA6
RPGRIP1	CORD13
RPGRIP1	RPGRIP
RPGRIP1L	KIAA1005
RPGRIP1L	CORS3
RPGRIP1L	JBTS7
RPGRIP1L	MKS5
RPGRIP1L	NPHP8
RPGRIP1L	FTM
RPGRIP1L	PPP1R134
RPH3A	KIAA0985
RPH3A	rabphilin
RPH3A	exophilin-1
RPH3AL	Noc2
RPL3	L3
RPL3	uL3
RPL4	L4
RPL4	uL4
RPL5	L5
RPL5	PPP1R135
RPL5	uL18
RPL6	TAXREB107
RPL6	L6
RPL6	eL6
RPL6	TXREB1
RPL7	humL7-1
RPL7	L7
RPL7	uL30
RPL7A	SURF3
RPL7A	TRUP
RPL7A	L7A
RPL7A	eL8
RPL7L1	dJ475N16.4
RPL8	L8
RPL8	uL2
RPL9	L9
RPL9	uL6
RPL10	NOV
RPL10	QM
RPL10	DXS648E
RPL10	DXS648
RPL10	FLJ23544
RPL10	L10
RPL10	uL16
RPL10A	Csa-19
RPL10A	L10A
RPL10A	uL1
RPL10A	NEDD6
RPL11	L11
RPL11	uL5
RPL12	L12
RPL12	uL11
RPL13	D16S444E
RPL13	BBC1
RPL13	L13
RPL13	eL13
RPL13A	L13A
RPL13A	uL13
RPL13A	TSTA1
RPL14	L14
RPL14	hRL14
RPL14	RL14
RPL14	CTG-B33
RPL14	eL14
RPL15	RPL10
RPL15	RPLY10
RPL15	RPYL10
RPL15	EC45
RPL15	L15
RPL15	eL15
RPL17	rpL23
RPL17	L17
RPL17	uL22
RPL18	L18
RPL18	eL18
RPL18A	L18A
RPL18A	eL20
RPL19	FLJ27452
RPL19	MGC71997
RPL19	DKFZp779D216
RPL19	L19
RPL19	eL19
RPL21	L21
RPL21	FLJ27458
RPL21	MGC71252
RPL21	MGC104274
RPL21	MGC104275
RPL21	DKFZp686C06101
RPL21	eL21
RPL22	EAP
RPL22	L22
RPL22	eL22
RPL23	rpL17
RPL23	L23
RPL23	uL14
RPL23A	L23A
RPL23A	uL23
RPL24	L24
RPL24	eL24
RPL26	L26
RPL26	uL24
RPL26L1	RPL26P1
RPL27	L27
RPL27	eL27
RPL27A	L27A
RPL27A	uL15
RPL28	FLJ43307
RPL28	L28
RPL28	eL28
RPL29	HIP
RPL29	HUMRPL29
RPL29	L29
RPL29	eL29
RPL29	RPL29P10
RPL30	L30
RPL30	eL30
RPL31	L31
RPL31	eL31
RPL32	L32
RPL32	eL32
RPL34	L34
RPL34	eL34
RPL35	L35
RPL35	uL29
RPL35A	L35A
RPL35A	eL33
RPL35A	GIG33
RPL36	DKFZp566B023
RPL36	L36
RPL36	eL36
RPL36A	L36A
RPL36A	eL42
RPL36A	RPL44
RPL36AL	RPL36A
RPL36AL	RPL36AP42
RPL37	L37
RPL37	eL37
RPL37A	L37A
RPL37A	eL43
RPL38	L38
RPL38	eL38
RPL39	L39
RPL39	eL39
RPL39	RPL39P42
RPL39L	RPL39L1
RPL41	L41
RPL41	eL41
RPLP0	PRLP0
RPLP0	P0
RPLP0	L10E
RPLP0	RPP0
RPLP0	LP0
RPLP0	uL10
RPLP1	LP1
RPLP1	P1
RPLP2	P2
RPLP2	RPP2
RPLP2	MGC71408
RPLP2	LP2
RPLP2	D11S2243E
RPN1	OST1
RPN2	SWP1
RPN2	RPNII
RPN2	RIBIIR
RPN2	RPN-II
RPP14	P14
RPP21	FLJ22638
RPP21	Em:AB014085.3
RPP21	C6orf135
RPP25	FLJ20374
RPP25L	bA296L22.5
RPP25L	MGC29635
RPP25L	C9orf23
RPP30	TSG15
RPP40	bA428J1.3
RPP40	RNASEP1
RPRD1A	P15RS
RPRD1A	FLJ10656
RPRD1A	HsT3101
RPRD1B	dJ1057B20.2
RPRD1B	DKFZp434P0735
RPRD1B	CREPT
RPRD1B	FLJ44520
RPRD1B	NET60
RPRD1B	Kub5-Hera
RPRD1B	K-H
RPRD1B	C20orf77
RPRD2	FLJ32145
RPRD2	HSPC099
RPRD2	KIAA0460
RPRM	FLJ90327
RPRM	REPRIMO
RPRML	MGC43894
RPS2	LLREP3
RPS2	S2
RPS2	uS5
RPS3	FLJ26283
RPS3	FLJ27450
RPS3	MGC87870
RPS3	S3
RPS3	uS3
RPS3A	S3A
RPS3A	eS1
RPS3A	MFTL
RPS4X	DXS306
RPS4X	CCG2
RPS4X	SCAR
RPS4X	SCR10
RPS4X	FLJ40595
RPS4X	RPS4
RPS4X	eS4
RPS4Y1	MGC5070
RPS4Y1	MGC119100
RPS4Y1	S4
RPS4Y1	RPS4Y
RPS4Y2	RPS4Y2P
RPS5	S5
RPS5	uS7
RPS6	S6
RPS6	eS6
RPS6KA1	RSK1
RPS6KA1	HU-1
RPS6KA1	p90Rsk
RPS6KA1	MAPKAPK1
RPS6KA2	RSK3
RPS6KA2	HU-2
RPS6KA3	RSK2
RPS6KA3	HU-3
RPS6KA3	MRX19
RPS6KA3	CLS
RPS6KA4	RSK-B
RPS6KA4	MSK2
RPS6KA5	MSK1
RPS6KA5	RLPK
RPS6KA6	RSK4
RPS6KB1	S6K1
RPS6KB1	p70(S6K)-alpha
RPS6KB1	PS6K
RPS6KB1	S6K
RPS6KB1	STK14A
RPS6KB2	p70S6Kb
RPS6KB2	P70-BETA
RPS6KB2	STK14B
RPS6KB2	KLS
RPS6KB2	S6KB
RPS6KB2	S6Kbeta
RPS6KB2	S6Kβ
RPS6KC1	humS6PKh1
RPS6KC1	RSKL1
RPS6KL1	MGC11287
RPS6KL1	RSKL2
RPS7	S7
RPS7	eS7
RPS8	S8
RPS8	eS8
RPS9	S9
RPS9	uS4
RPS10	MGC88819
RPS10	S10
RPS10	eS10
RPS11	S11
RPS11	uS17
RPS12	S12
RPS12	eS12
RPS13	S13
RPS13	uS15
RPS14	EMTB
RPS14	S14
RPS14	uS11
RPS15	RIG
RPS15	MGC111130
RPS15	S15
RPS15	uS19
RPS15A	S15A
RPS15A	uS8
RPS16	S16
RPS16	uS9
RPS17	RPS17L1
RPS17	RPS17L2
RPS17	MGC72007
RPS17	S17
RPS17	eS17
RPS17	RPS17L
RPS18	KE3
RPS18	KE-3
RPS18	HKE3
RPS18	S18
RPS18	uS13
RPS18	D6S218E
RPS19	S19
RPS19	eS19
RPS19	DBA
RPS19	LOH19CR1
RPS19BP1	AROS
RPS19BP1	FLJ21770
RPS19BP1	MGC52010
RPS20	S20
RPS20	uS10
RPS21	S21
RPS21	eS21
RPS23	S23
RPS23	uS12
RPS24	S24
RPS24	eS24
RPS25	S25
RPS25	eS25
RPS26	S26
RPS26	eS26
RPS27	MPS-1
RPS27	MPS1
RPS27	S27
RPS27	eS27
RPS27A	UBCEP80
RPS27A	Uba80
RPS27A	S27A
RPS27A	eS31
RPS28	S28
RPS28	eS28
RPS29	S29
RPS29	uS14
RPSA	LRP
RPSA	37LRP
RPSA	p40
RPSA	SA
RPSA	uS2
RPSA	LAMR1
RPSA2	RPSAP58
RPTN	FLJ39117
RPTOR	KOG1
RPTOR	Mip1
RPTOR	KIAA1303
RPTOR	raptor
RPUSD1	RLUCL
RPUSD1	MGC19600
RPUSD1	C16orf40
RPUSD2	C18B11
RPUSD2	FLJ31409
RPUSD2	PUS9
RPUSD2	C15orf19
RPUSD3	MGC29784
RPUSD4	FLJ14494
RRAD	REM3
RRAD	RAD
RRAGA	RAGA
RRAGA	FIP-1
RRAGC	GTR2
RRAGC	FLJ13311
RRAGD	DKFZP761H171
RRAGD	bA11D8.2.1
RRAS	R-Ras
RRAS	RRAS1
RRAS2	TC21
RRBP1	ES/130
RRBP1	hES
RRBP1	p180
RREB1	HNT
RRH	peropsin
RRM2	FLJ25102
RRM2	C2orf48
RRM2B	p53R2
RRN3	DKFZp566E104
RRN3	TIF-IA
RRP1	NNP-1
RRP1	Nop52
RRP1	NOP52
RRP1	RRP1A
RRP1	D21S2056E
RRP1B	Nnp1
RRP1B	RRP1
RRP1B	PPP1R136
RRP1B	KIAA0179
RRP7A	CGI-96
RRP7A	Rrp7
RRP8	NML
RRP8	KIAA0409
RRP9	U3-55K
RRP9	RNU3IP2
RRP12	KIAA0690
RRP15	CGI-115
RRP15	KIAA0507
RRP36	dJ20C7.4
RRP36	C6orf153
RRS1	KIAA0112
RS1	XLRS1
RS1	RS
RSAD1	FLJ11164
RSAD1	HemW
RSAD2	cig5
RSAD2	vig1
RSAD2	Viperin
RSBN1	FLJ11220
RSBN1	ROSBIN
RSBN1	KDM9
RSBN1L	FLJ42526
RSBN1L	FLJ45813
RSBN1L	MGC71764
RSF1	XAP8
RSF1	RSF-1
RSF1	p325
RSF1	HBXAP
RSKR	FLJ25006
RSKR	SgK494
RSL1D1	Cic1
RSL1D1	PBK1
RSL1D1	L12
RSL1D1	DKFZP564M182
RSL1D1	CSIG
RSL1D1	UTP30
RSL24D1	HRP-L30-iso
RSL24D1	L30
RSL24D1	RPL24L
RSL24D1	RPL24
RSL24D1	C15orf15
RSPH1	FLJ32753
RSPH1	RSP44
RSPH1	RSPH10A
RSPH1	CILD24
RSPH1	TSGA2
RSPH3	dJ111C20.1
RSPH3	RSP3
RSPH3	RSHL2
RSPH4A	dJ412I7.1
RSPH4A	FLJ37974
RSPH4A	RSPH6B
RSPH4A	CILD11
RSPH4A	RSHL3
RSPH6A	RSP4
RSPH6A	RSP6
RSPH6A	RSPH4B
RSPH6A	RSHL1
RSPH9	FLJ30845
RSPH9	CILD12
RSPH9	MRPS18AL1
RSPH9	C6orf206
RSPH14	RTDR1
RSPO1	FLJ40906
RSPO1	RSPONDIN
RSPO2	MGC35555
RSPO3	FLJ14440
RSPO3	THSD2
RSPO4	dJ824F16.3
RSPO4	C20orf182
RSPRY1	KIAA1972
RSRC1	MGC12197
RSRC1	BM-011
RSRC1	SRrp53
RSRC1	SFRS21
RSRC2	FLJ11021
RSRP1	DJ465N24.2.1
RSRP1	C1orf63
RSU1	RSP-1
RSU1	FLJ31034
RTBDN	FLJ36353
RTCA	RPC
RTCA	RTC1
RTCA	RTCD1
RTCB	HSPC117
RTCB	FAAP
RTCB	C22orf28
RTEL1	bK3184A7.3
RTEL1	NHL
RTEL1	DKFZP434C013
RTEL1	KIAA1088
RTEL1	RTEL
RTEL1	C20orf41
RTF1	KIAA0252
RTF2	HSPC164
RTF2	CDAO5
RTF2	C20orf43
RTF2	RTFDC1
RTKN	B5
RTKN	RTKN-1
RTKN2	Em:AC024597.2
RTKN2	bA531F24.1
RTKN2	FLJ39352
RTKN2	PLEKHK1
RTL1	PEG11
RTL1	MART1
RTL1	Mar1
RTL1	SIRH2
RTL1	HUR1
RTL3	FLJ38865
RTL3	Mar3
RTL3	Mart3
RTL3	ZHC5
RTL3	SIRH9
RTL3	ZCCHC5
RTL4	Mart4
RTL4	Mar4
RTL4	FLJ46608
RTL4	SIRH11
RTL4	ZCCHC16
RTL5	KIAA2001
RTL5	Mar5
RTL5	Mart5
RTL5	SIRH8
RTL5	RGAG4
RTL6	dJ1033E15.2
RTL6	DKFZp761O17121
RTL6	Mart6
RTL6	Mar6
RTL6	SIRH3
RTL6	LDOC1L
RTL8A	DKFZP564B147
RTL8A	MAR8A
RTL8A	CXX1b
RTL8A	SIRH6
RTL8A	FAM127B
RTL8B	MAR8B
RTL8B	CXX1c
RTL8B	SIRH4
RTL8B	FAM127C
RTL8C	Mart8
RTL8C	Mar8
RTL8C	MAR8C
RTL8C	SIRH5
RTL8C	CXX1
RTL8C	FAM127A
RTL9	KIAA1318
RTL9	Mart9
RTL9	Mar9
RTL9	SIRH10
RTL9	RGAG1
RTL10	FLJ21125
RTL10	BOP
RTL10	C22orf29
RTN1	NSP
RTN2	NSP2
RTN2	NSPL1
RTN2	SPG12
RTN3	NSPL2
RTN3	NSPLII
RTN3	ASYIP
RTN3	HAP
RTN3	RTN3-A1
RTN4	NSP-CL
RTN4	KIAA0886
RTN4	NOGO
RTN4	ASY
RTN4	NOGOA
RTN4	NOGOB
RTN4	NOGOC
RTN4IP1	Yim1
RTN4IP1	NIMP
RTN4R	NgR1
RTN4R	NgR
RTN4R	NOGOR
RTN4RL1	NGRH2
RTN4RL1	NgR3
RTN4RL1	DKFZp547J144
RTN4RL2	NgR2
RTN4RL2	NGRH1
RTP1	MGC35450
RTP1	Z3CXXC1
RTP2	MGC78665
RTP2	Z3CXXC2
RTP3	LTM1
RTP3	Z3CXXC3
RTP3	TMEM7
RTP4	IFRG28
RTP4	Z3CXXC4
RTP5	FLJ33590
RTP5	Z3CXXC5
RTP5	C2orf85
RTP5	CXXC11
RTRAF	CGI-99
RTRAF	RLLM1
RTRAF	CLE
RTRAF	CLE7
RTRAF	LCRP369
RTRAF	hCLE1
RTRAF	C14orf166
RTTN	DKFZP434G145
RUBCN	rubicon
RUBCN	rundataxin
RUBCN	KIAA0226
RUBCNL	FLJ21562
RUBCNL	PACER
RUBCNL	C13orf18
RUBCNL	KIAA0226L
RUFY1	FLJ22251
RUFY1	ZFYVE12
RUFY1	RABIP4
RUFY2	RABIP4R
RUFY2	FLJ10063
RUFY2	KIAA1537
RUFY2	ZFYVE13
RUFY3	RIPx
RUFY3	KIAA0871
RUFY3	Singar1
RUFY3	ZFYVE30
RUFY4	FLJ46536
RUFY4	ZFYVE31
RUNDC1	DKFZp761H0421
RUNDC3A	RPIP8
RUNDC3A	RAP2IP
RUNDC3B	RPIP9
RUNDC3B	RPIB9
RUNX1	PEBP2A2
RUNX1	AMLCR1
RUNX1	AML1
RUNX1	CBFA2
RUNX1T1	CDR
RUNX1T1	ETO
RUNX1T1	MTG8
RUNX1T1	ZMYND2
RUNX1T1	AML1T1
RUNX1T1	CBFA2T1
RUNX2	AML3
RUNX2	PEBP2A1
RUNX2	PEBP2aA1
RUNX2	CCD
RUNX2	CBFA1
RUNX2	CCD1
RUNX3	AML2
RUNX3	PEBP2A3
RUNX3	CBFA3
RUSC1	NESCA
RUSC2	KIAA0375
RUSF1	FLJ13868
RUSF1	C16orf58
RUVBL1	TIP49
RUVBL1	NMP238
RUVBL1	RVB1
RUVBL1	TIP49a
RUVBL1	Pontin52
RUVBL1	ECP54
RUVBL1	TIH1
RUVBL1	Rvb1
RUVBL1	INO80H
RUVBL2	RVB2
RUVBL2	TIP48
RUVBL2	TIP49b
RUVBL2	Reptin52
RUVBL2	ECP51
RUVBL2	TIH2
RUVBL2	INO80J
RUVBL2	Rvb2
RWDD1	DFRP2
RWDD1	PTD013
RWDD2A	MGC13523
RWDD2A	dJ747H23.2
RWDD2A	RWDD2
RWDD2B	GL011
RWDD2B	C21orf6
RWDD3	DKFZP566K023
RWDD3	RSUME
RWDD4	MGC10198
RWDD4	FAM28A
RWDD4	RWDD4A
RXFP1	RXFPR1
RXFP1	LGR7
RXFP2	GREAT
RXFP2	GPR106
RXFP2	INSL3R
RXFP2	RXFPR2
RXFP2	LGR8
RXFP3	SALPR
RXFP3	GPCR135
RXFP3	RXFPR3
RXFP3	RLN3R1
RXFP4	GPCR142
RXFP4	RXFPR4
RXFP4	GPR100
RXFP4	RLN3R2
RXRA	NR2B1
RXRA	RXRalpha
RXRA	RXR-alpha
RXRB	NR2B2
RXRB	H-2RIIBP
RXRB	RCoR-1
RXRB	RXRbeta
RXRB	RXR-beta
RXRG	NR2B3
RXRG	RXRgamma
RXRG	RXR-gamma
RXYLT1	HP10481
RXYLT1	TMEM5
RYBP	YEAF1
RYBP	AAP1
RYBP	DEDAF
RYK	D3S3195
RYK	RYK1
RYK	JTK5
RYK	JTK5A
RYR1	RYR
RYR1	PPP1R137
RYR1	MHS
RYR1	MHS1
RYR1	CCO
RYR2	ARVC2
RYR2	VTSIP
RYR2	ARVD2
S1PR1	edg-1
S1PR1	D1S3362
S1PR1	CD363
S1PR1	EDG1
S1PR2	Gpcr13
S1PR2	H218
S1PR2	AGR16
S1PR2	EDG5
S1PR2	DFNB68
S1PR3	EDG-3
S1PR3	FLJ37523
S1PR3	bA791O21.3
S1PR3	EDG3
S1PR3	C9orf47
S1PR3	C9orf108
S1PR4	EDG6
S1PR5	Edg-8
